% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=751665, Mon Sep  3 23:13:04 2012
1 11 0.960481210498 1.0 72799.4219229 7.2799421922855341e+04 2269813.9471 9813712.87409 
2 21 0.971983697265 1.11367713553 72799.4219229 1.6480009084242987e+05 751377.660792 1645013.35193 
3 31 0.978869698324 1.20658868959 43819.195961 4.3819195960990146e+04 998738.745829 2250359.69841 
4 41 0.951838479939 1.23250901299 43819.195961 1.0067800856061543e+05 567177.327882 1444707.90965 
5 51 0.910152589826 1.28357933597 43819.195961 7.5200724491660032e+04 778771.691012 2787660.56322 
6 61 0.833483876428 1.29920232226 25202.5239432 2.5202523943238120e+04 527649.678403 1623388.95077 
7 71 0.916654383807 1.32996511894 25202.5239432 1.3164421039803958e+05 591617.440582 3544734.52196 
8 81 0.969868703095 1.50301084701 25202.5239432 9.5597661628226429e+04 345804.035081 8416664.02469 
9 91 0.907364189572 1.57757612733 25202.5239432 2.3958606843075092e+05 882359.538385 5464943.51962 
10 101 0.866593431531 1.58511715748 25202.5239432 3.7552898965124848e+04 2150705.74814 2445833.32521 
11 111 0.888014036278 1.65656170246 25202.5239432 1.4459543778252619e+05 259621.378823 2113071.48725 
12 121 0.87224495717 1.69572151417 25202.5239432 1.4970188541612288e+05 501475.261081 2986698.57861 
13 131 0.896004285345 1.73396695875 25202.5239432 2.1231279790288839e+05 511702.707815 2878668.92533 
14 141 0.924014093371 1.81433010237 25202.5239432 9.6930875653943367e+04 546692.370044 2042157.72769 
15 151 0.923864229703 1.83612651444 25202.5239432 1.4064556480602184e+05 660634.818353 2616076.54073 
16 161 0.843823238468 1.87566126314 25202.5239432 4.2336980717567974e+04 405418.600897 1191298.33898 
17 171 0.808975985672 1.88672321754 25202.5239432 7.4304191970259766e+04 257492.558346 2719186.90879 
18 181 0.764073304482 1.9087954577 25202.5239432 1.0234224971459218e+05 607106.382017 1871533.7951 
19 191 0.774377321826 1.95479640686 25202.5239432 1.4288447489940003e+05 268294.671418 1309649.07347 
20 201 0.789840600754 1.9755976804 25202.5239432 7.3292809414852862e+04 290224.977527 528047.977719 
21 211 0.730438458631 1.99466871682 25202.5239432 1.4339829830930306e+05 397832.852017 1921623.45604 
22 221 0.669695860202 2.00956656335 25202.5239432 8.9333715306751095e+04 651474.290586 1609622.61112 
23 231 0.628360372269 2.012450211 25202.5239432 5.6361784940781501e+04 167786.079784 754395.588802 
24 241 0.636226882248 2.00738824274 25202.5239432 7.7289541725400297e+04 155962.903616 709973.952397 
25 251 0.681917253833 2.10014312883 25202.5239432 1.1644870671834373e+05 206567.312166 789106.471599 
26 261 0.699204631645 2.18211015216 25202.5239432 8.0414324632089876e+04 171983.028774 515379.265539 
27 271 0.6767600279 2.19236863085 25202.5239432 5.3442501874920868e+04 156628.779759 845618.617349 
28 281 0.72836534961 2.21816796113 25202.5239432 7.0966489566092045e+04 163355.699523 968144.340415 
29 291 0.736498548173 2.47830258788 25202.5239432 5.4764159371366011e+04 188868.586027 1747067.6509 
30 301 0.72748160236 2.64925044504 25202.5239432 1.5501828247766773e+05 430031.857753 1444100.70265 
31 311 0.715118545617 2.67039715484 25202.5239432 1.2328195450161710e+05 263895.543268 687998.027709 
32 321 0.635184923816 2.67925480254 25202.5239432 5.8020997295596171e+04 210421.887857 567807.423448 
33 331 0.595650133915 2.69819990543 25202.5239432 6.5157062639227486e+04 219534.727522 509517.249535 
34 341 0.603750515237 2.73553819043 25202.5239432 1.2929339564224638e+05 338890.324227 563305.484547 
35 351 0.601868283387 2.73032900759 25202.5239432 6.8476286772422754e+04 268276.371714 374008.028319 
36 361 0.580474180412 2.72320559331 25202.5239432 3.4073566196703476e+04 458029.397178 540072.076338 
37 371 0.545020674036 2.71749537451 25202.5239432 6.0496421131954914e+04 379066.093574 1022847.92632 
38 381 0.552358875121 2.85361486028 25202.5239432 5.8419139425690548e+04 193301.645913 389947.554279 
39 391 0.558752121043 2.9164541551 25202.5239432 8.3393606001594671e+04 245556.620121 627406.803799 
40 401 0.509625332051 2.95674611843 25202.5239432 7.9471618588552155e+04 187260.94227 436779.409733 
41 411 0.481987655861 3.03743358724 25202.5239432 4.3159491869724923e+04 94469.4684121 148596.734024 
42 421 0.4314922419 3.09832936882 25202.5239432 2.8380657522264300e+04 53186.0818532 141626.73148 
43 431 0.418839886457 3.12351173403 25202.5239432 3.1701751836446845e+04 91263.6438078 230689.445681 
44 441 0.400919312087 3.20907113811 25202.5239432 3.5641941394708789e+04 58033.1194013 295569.458544 
45 451 0.407576381343 3.23921306081 25202.5239432 3.8745710022661769e+04 51573.389071 231568.454736 
46 461 0.385189351274 3.40157556573 25202.5239432 4.5919723128819198e+04 75560.8195504 121041.397631 
47 471 0.374241992963 3.41328388568 25202.5239432 3.4961586873266460e+04 51116.8365947 164812.654006 
48 481 0.362477353349 3.41963958236 25202.5239432 3.6991247214762610e+04 93892.9711533 152208.323273 
49 491 0.352404914837 3.4717436877 25202.5239432 3.4777056981675203e+04 62450.9173219 129671.517778 
50 501 0.335342419839 3.52363799211 24630.3095323 2.4630309532290692e+04 64654.123578 226221.675294 
51 511 0.319877232653 3.53049319964 24630.3095323 3.0198357408034448e+04 47377.9805 148388.599427 
52 521 0.293686847771 3.57482701143 24630.3095323 2.5461937241278578e+04 56965.7639948 79173.8809604 
53 531 0.260569278655 3.58738670048 24630.3095323 2.6296712630798338e+04 54216.9423831 99691.0901497 
54 541 0.261005273014 3.64151508929 19349.8245938 1.9349824593805384e+04 38810.8794666 75608.5277381 
55 551 0.25513878162 3.71760852443 19092.7776734 1.9092777673360637e+04 34647.4475006 78573.4080188 
56 561 0.246311509267 3.76657120045 17617.5720329 1.7617572032886812e+04 29858.4772222 93581.3473379 
57 571 0.25296298283 3.88287859328 15625.8531848 1.5625853184807989e+04 33329.7111799 75214.6832516 
58 581 0.248118714837 3.95903267267 14935.9111478 1.4935911147821580e+04 30475.7519193 59220.0997304 
59 591 0.245260755331 3.97157808904 14935.9111478 1.6151988505075815e+04 26062.7414196 79025.6692955 
60 601 0.23483439017 4.11355243733 14935.9111478 1.5635439324331599e+04 33216.8088792 69587.103352 
61 611 0.209833493102 4.23406761123 14935.9111478 1.5864424389802989e+04 29929.5485882 52201.5889501 
62 621 0.18981081434 4.27447179078 14935.9111478 1.6856539945674554e+04 21045.6670562 48177.6794521 
